id,title,source_url,final_url,domain,published_at,updated_at,crawled_at,category_hint,access_level,source_mode,content_hash,url,source_domain,source_file,crawl_time,content_length
PUBEXP000012,默认排序-清华大学图书馆,https://lib.tsinghua.edu.cn/fwbl/mrpx.htm,https://lib.tsinghua.edu.cn/fwbl/mrpx.htm,lib.tsinghua.edu.cn,,,2026-08-12T19:50:57+08:00,新生入校,public,public_expansion_v1,5f81d6ed5f3f22e496a902e26ef9f3bd9aca35a13965f35df6f177d02d9b850d,https://lib.tsinghua.edu.cn/fwbl/mrpx.htm,lib.tsinghua.edu.cn,cleaned/PUBEXP000012_默认排序-清华大学图书馆.md,2026-08-12T19:50:57+08:00,1619
PUBEXP000013,关于公布2026年暑假图书馆开馆时间的通知-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1071/8118.htm,https://lib.tsinghua.edu.cn/info/1071/8118.htm,lib.tsinghua.edu.cn,,,2026-08-12T19:51:00+08:00,校园通知,public,public_expansion_v1,c070b7d50a9175c02533caa365971c772256432bee07d159062f41d2f9fd8417,https://lib.tsinghua.edu.cn/info/1071/8118.htm,lib.tsinghua.edu.cn,cleaned/PUBEXP000013_关于公布2026年暑假图书馆开馆时间的通知-清华大学图书馆.md,2026-08-12T19:51:00+08:00,469
PUBEXP000014,2026学术图书馆未来论坛（WAL）成功举办-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1202/8145.htm,https://lib.tsinghua.edu.cn/info/1202/8145.htm,lib.tsinghua.edu.cn,,,2026-08-12T19:51:01+08:00,校园通知,public,public_expansion_v1,a47981d0fecc4e91158cb43e6fe72dfe0f0f0e0c920cbc23afcb64b496f275d3,https://lib.tsinghua.edu.cn/info/1202/8145.htm,lib.tsinghua.edu.cn,cleaned/PUBEXP000014_2026学术图书馆未来论坛（WAL）成功举办-清华大学图书馆.md,2026-08-12T19:51:01+08:00,470
PUBEXP000015,关于美术图书馆暂停开放的通知-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1071/8144.htm,https://lib.tsinghua.edu.cn/info/1071/8144.htm,lib.tsinghua.edu.cn,,,2026-08-12T19:51:02+08:00,校园通知,public,public_expansion_v1,fce8e41db4462034a782196667b69c2a8d580aa8bcfe7f2588bbc216dd91be1e,https://lib.tsinghua.edu.cn/info/1071/8144.htm,lib.tsinghua.edu.cn,cleaned/PUBEXP000015_关于美术图书馆暂停开放的通知-清华大学图书馆.md,2026-08-12T19:51:02+08:00,462
PUBEXP000016,真人图书馆-清华大学图书馆,https://lib.tsinghua.edu.cn/tjhd/zrtsg.htm,https://lib.tsinghua.edu.cn/tjhd/zrtsg.htm,lib.tsinghua.edu.cn,,,2026-08-12T19:51:03+08:00,新生入校,public,public_expansion_v1,e3c49c53ded057b713cb9fd51eceb517b89a98c5a942cecc64e04b88de78181b,https://lib.tsinghua.edu.cn/tjhd/zrtsg.htm,lib.tsinghua.edu.cn,cleaned/PUBEXP000016_真人图书馆-清华大学图书馆.md,2026-08-12T19:51:03+08:00,940
PUBEXP000017,人文社科图书馆,https://lib.tsinghua.edu.cn/hs,https://lib.tsinghua.edu.cn/hs,lib.tsinghua.edu.cn,,,2026-08-12T19:51:03+08:00,校园通知,public,public_expansion_v1,48499e4cceec4156b4def4c6f31bd8d4a2815404905d808235b6e0d7ec17c667,https://lib.tsinghua.edu.cn/hs,lib.tsinghua.edu.cn,cleaned/PUBEXP000017_人文社科图书馆.md,2026-08-12T19:51:03+08:00,1695
PUBEXP000018,总馆、文科图书馆图书可全域预约啦！-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1073/8129.htm,https://lib.tsinghua.edu.cn/info/1073/8129.htm,lib.tsinghua.edu.cn,,,2026-08-12T19:51:04+08:00,校园通知,public,public_expansion_v1,81feceb6efee90c1a2ad71d9ce7bcd3b8a7749598d66408977f6682082afb228,https://lib.tsinghua.edu.cn/info/1073/8129.htm,lib.tsinghua.edu.cn,cleaned/PUBEXP000018_总馆、文科图书馆图书可全域预约啦！-清华大学图书馆.md,2026-08-12T19:51:04+08:00,465
PUBEXP000019,清华大学图书馆美术图书馆,https://lib.tsinghua.edu.cn/arts/index.htm,https://lib.tsinghua.edu.cn/arts/index.htm,lib.tsinghua.edu.cn,,,2026-08-12T19:51:05+08:00,校园通知,public,public_expansion_v1,5f73ce74f8f6228ab1baaeef9b84dbd61dfc06079e65eb7defe2762ba660626b,https://lib.tsinghua.edu.cn/arts/index.htm,lib.tsinghua.edu.cn,cleaned/PUBEXP000019_清华大学图书馆美术图书馆.md,2026-08-12T19:51:05+08:00,825
PUBEXP000020,金融图书馆,https://lib.tsinghua.edu.cn/finance/index.htm,https://lib.tsinghua.edu.cn/finance/index.htm,lib.tsinghua.edu.cn,,,2026-08-12T19:51:06+08:00,校园通知,public,public_expansion_v1,e07a23f0a4b83f7e87a74caa4d518d7ea50fcfe941fbe089e01817cba21561a8,https://lib.tsinghua.edu.cn/finance/index.htm,lib.tsinghua.edu.cn,cleaned/PUBEXP000020_金融图书馆.md,2026-08-12T19:51:06+08:00,402
PUBEXP000021,常见问题（FAQ）,https://lib.tsinghua.edu.cn/finance/gk/cjwt_FAQ_.htm,https://lib.tsinghua.edu.cn/finance/gk/cjwt_FAQ_.htm,lib.tsinghua.edu.cn,,,2026-08-12T19:51:07+08:00,校园办事,public,public_expansion_v1,a868c0bd7b3fe43ba4e640dec3dbaa7cc488bd54635717e43ba4a584b4311d6d,https://lib.tsinghua.edu.cn/finance/gk/cjwt_FAQ_.htm,lib.tsinghua.edu.cn,cleaned/PUBEXP000021_常见问题（FAQ）.md,2026-08-12T19:51:07+08:00,2012
PUBEXP000022,清华大学法律图书馆,https://lib.tsinghua.edu.cn/law/index.htm,https://lib.tsinghua.edu.cn/law/index.htm,lib.tsinghua.edu.cn,,,2026-08-12T19:51:08+08:00,校园相关,public,public_expansion_v1,2005960e47af53e809b8118c067841f4cbcfa9411ed99b39a4105fb241c101fe,https://lib.tsinghua.edu.cn/law/index.htm,lib.tsinghua.edu.cn,cleaned/PUBEXP000022_清华大学法律图书馆.md,2026-08-12T19:51:08+08:00,879
PUBEXP000023,服务,https://lib.tsinghua.edu.cn/arts/fw/jygz.htm,https://lib.tsinghua.edu.cn/arts/fw/jygz.htm,lib.tsinghua.edu.cn,,,2026-08-12T19:51:33+08:00,校园通知,public,public_expansion_v1,952a47a68a37515f5824a0875eead65894c2b1e717ef61b6fe0870974615099c,https://lib.tsinghua.edu.cn/arts/fw/jygz.htm,lib.tsinghua.edu.cn,cleaned/PUBEXP000023_服务.md,2026-08-12T19:51:33+08:00,1891
PUBEXP000024,借阅导引,https://lib.tsinghua.edu.cn/arts/jydy.htm,https://lib.tsinghua.edu.cn/arts/jydy.htm,lib.tsinghua.edu.cn,,,2026-08-12T19:51:35+08:00,校园通知,public,public_expansion_v1,d89cb28e99587b504a48071e59b0a72b73966b2abf52d38c7c1c3b5ab2a0f961,https://lib.tsinghua.edu.cn/arts/jydy.htm,lib.tsinghua.edu.cn,cleaned/PUBEXP000024_借阅导引.md,2026-08-12T19:51:35+08:00,1079
PUBEXP000025,参考咨询,https://lib.tsinghua.edu.cn/finance/fw/ckzx.htm,https://lib.tsinghua.edu.cn/finance/fw/ckzx.htm,lib.tsinghua.edu.cn,,,2026-08-12T19:51:38+08:00,校园相关,public,public_expansion_v1,b3272965428eb01081f0e164b24917f094274b0e94a113c09c03e63b954b5b4d,https://lib.tsinghua.edu.cn/finance/fw/ckzx.htm,lib.tsinghua.edu.cn,cleaned/PUBEXP000025_参考咨询.md,2026-08-12T19:51:38+08:00,604
PUBEXP000026,毕业&迎新,https://lib.tsinghua.edu.cn/finance/fw/by/a2026nyxj.htm,https://lib.tsinghua.edu.cn/finance/fw/by/a2026nyxj.htm,lib.tsinghua.edu.cn,2026-06-01,,2026-08-12T19:51:39+08:00,新生入校,public,public_expansion_v1,96b71060212f09c7b551d1e587966640331f99d465425fa8588151bec241eeb3,https://lib.tsinghua.edu.cn/finance/fw/by/a2026nyxj.htm,lib.tsinghua.edu.cn,cleaned/PUBEXP000026_毕业&迎新.md,2026-08-12T19:51:39+08:00,805
PUBEXP000027,自助服务,https://lib.tsinghua.edu.cn/finance/fw/zzfw.htm,https://lib.tsinghua.edu.cn/finance/fw/zzfw.htm,lib.tsinghua.edu.cn,,,2026-08-12T19:51:40+08:00,规章制度,public,public_expansion_v1,e8820b359924e59b8871e3bbe3f8036a28ffad727020032cf0ab1dc8cf2ddd65,https://lib.tsinghua.edu.cn/finance/fw/zzfw.htm,lib.tsinghua.edu.cn,cleaned/PUBEXP000027_自助服务.md,2026-08-12T19:51:40+08:00,672
PUBEXP000028,服务通知-清华大学图书馆,https://lib.tsinghua.edu.cn/tzgg/fwtz.htm,https://lib.tsinghua.edu.cn/tzgg/fwtz.htm,lib.tsinghua.edu.cn,,,2026-08-12T19:51:46+08:00,校园通知,public,public_expansion_v1,c4dee6f2958c9097ff525005015c40709044451dacfa438a93d1d702a9e5fb12,https://lib.tsinghua.edu.cn/tzgg/fwtz.htm,lib.tsinghua.edu.cn,cleaned/PUBEXP000028_服务通知-清华大学图书馆.md,2026-08-12T19:51:46+08:00,902
PUBEXP000029,失物招领,https://lib.tsinghua.edu.cn/law/fw/blss/swzl.htm,https://lib.tsinghua.edu.cn/law/fw/blss/swzl.htm,lib.tsinghua.edu.cn,,,2026-08-12T19:52:04+08:00,校园办事,public,public_expansion_v1,98621e458104911fb5a501a2e126def59d5ceb16cc72a9db53e652d6d9b5a7ad,https://lib.tsinghua.edu.cn/law/fw/blss/swzl.htm,lib.tsinghua.edu.cn,cleaned/PUBEXP000029_失物招领.md,2026-08-12T19:52:04+08:00,365
PUBEXP000030,2026年图书馆接收毕业生赠书通知-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1073/8106.htm,https://lib.tsinghua.edu.cn/info/1073/8106.htm,lib.tsinghua.edu.cn,,,2026-08-12T19:52:05+08:00,校园通知,public,public_expansion_v1,ee05cc309eeb00609942acd8153585527c9a7fe06b0b2fe36f2217597d3b5a42,https://lib.tsinghua.edu.cn/info/1073/8106.htm,lib.tsinghua.edu.cn,cleaned/PUBEXP000030_2026年图书馆接收毕业生赠书通知-清华大学图书馆.md,2026-08-12T19:52:05+08:00,465
PUBEXP000031,清华大学保卫部,https://peace.tsinghua.edu.cn/,https://peace.tsinghua.edu.cn/,peace.tsinghua.edu.cn,,,2026-08-12T19:52:08+08:00,规章制度,public,public_expansion_v1,d45acb3818104ba363938f85538bcb35ab9cdc6e8a53e545bfb3d89bf1e54d23,https://peace.tsinghua.edu.cn/,peace.tsinghua.edu.cn,cleaned/PUBEXP000031_清华大学保卫部.md,2026-08-12T19:52:08+08:00,1437
PUBEXP000032,校园交通,https://peace.tsinghua.edu.cn/bszn/xyjt.htm,https://peace.tsinghua.edu.cn/bszn/xyjt.htm,peace.tsinghua.edu.cn,,,2026-08-12T19:52:11+08:00,校园通知,public,public_expansion_v1,467b7c511e5c2b36dbd15b4fcbbbf5a07dec0193b5c270ceac806af2b56aec9b,https://peace.tsinghua.edu.cn/bszn/xyjt.htm,peace.tsinghua.edu.cn,cleaned/PUBEXP000032_校园交通.md,2026-08-12T19:52:11+08:00,496
PUBEXP000033,安全知识,https://peace.tsinghua.edu.cn/aqjs/aqzs.htm,https://peace.tsinghua.edu.cn/aqjs/aqzs.htm,peace.tsinghua.edu.cn,,,2026-08-12T19:52:12+08:00,校园生活,public,public_expansion_v1,46edc89d047ed1a3ddcc0b74df33da7e6491002c80894715ef20ed802a382d8f,https://peace.tsinghua.edu.cn/aqjs/aqzs.htm,peace.tsinghua.edu.cn,cleaned/PUBEXP000033_安全知识.md,2026-08-12T19:52:12+08:00,510
PUBEXP000034,中心简介,https://www.itc.tsinghua.edu.cn/zxgk/zxjj.htm,https://www.itc.tsinghua.edu.cn/zxgk/zxjj.htm,www.itc.tsinghua.edu.cn,,,2026-08-12T19:53:02+08:00,校园办事,public,public_expansion_v1,831def2bbce0e2e3ae154731e4c64890153d672659cff68cd6392742e7302b52,https://www.itc.tsinghua.edu.cn/zxgk/zxjj.htm,www.itc.tsinghua.edu.cn,cleaned/PUBEXP000034_中心简介.md,2026-08-12T19:53:02+08:00,468
PUBEXP000035,党建专栏-清华大学信息化技术中心,https://www.itc.tsinghua.edu.cn/djzl.htm,https://www.itc.tsinghua.edu.cn/djzl.htm,www.itc.tsinghua.edu.cn,,,2026-08-12T19:53:03+08:00,校园办事,public,public_expansion_v1,b245965fe7eaef37dc78fb6c71535def9e8a4025d0366871d84fd2f6bbb042ba,https://www.itc.tsinghua.edu.cn/djzl.htm,www.itc.tsinghua.edu.cn,cleaned/PUBEXP000035_党建专栏-清华大学信息化技术中心.md,2026-08-12T19:53:03+08:00,1666
PUBEXP000036,手牵手教手机，心连心助养老——运行服务党支部“为群众办实事”实践活动,https://www.itc.tsinghua.edu.cn/info/1003/2209.htm,https://www.itc.tsinghua.edu.cn/info/1003/2209.htm,www.itc.tsinghua.edu.cn,,,2026-08-12T19:53:04+08:00,校园生活,public,public_expansion_v1,b92e5d92306395ba13e96d86d4edd118e06b4146c82953ff57772d558257ad41,https://www.itc.tsinghua.edu.cn/info/1003/2209.htm,www.itc.tsinghua.edu.cn,cleaned/PUBEXP000036_手牵手教手机，心连心助养老——运行服务党支部“为群众办实事”实践活动.md,2026-08-12T19:53:04+08:00,669
PUBEXP000037,动态新闻-清华大学信息化技术中心,https://www.itc.tsinghua.edu.cn/dtxw.htm,https://www.itc.tsinghua.edu.cn/dtxw.htm,www.itc.tsinghua.edu.cn,,,2026-08-12T19:53:05+08:00,校园办事,public,public_expansion_v1,ac401c6d1b9f669dae33621492db213cabec39ddea13683642a3ffcebf54ac48,https://www.itc.tsinghua.edu.cn/dtxw.htm,www.itc.tsinghua.edu.cn,cleaned/PUBEXP000037_动态新闻-清华大学信息化技术中心.md,2026-08-12T19:53:05+08:00,1525
PUBEXP000038,信息化技术中心、网络研究院开展端午节前安全检查,https://www.itc.tsinghua.edu.cn/info/1004/2206.htm,https://www.itc.tsinghua.edu.cn/info/1004/2206.htm,www.itc.tsinghua.edu.cn,,,2026-08-12T19:53:06+08:00,校园办事,public,public_expansion_v1,5e95b6991e07389197e06459564ebc6f37b41657a55dae118aee8ebc93114928,https://www.itc.tsinghua.edu.cn/info/1004/2206.htm,www.itc.tsinghua.edu.cn,cleaned/PUBEXP000038_信息化技术中心、网络研究院开展端午节前安全检查.md,2026-08-12T19:53:06+08:00,669
PUBEXP000039,招聘信息-清华大学信息化技术中心,https://www.itc.tsinghua.edu.cn/zpxx.htm,https://www.itc.tsinghua.edu.cn/zpxx.htm,www.itc.tsinghua.edu.cn,,,2026-08-12T19:53:10+08:00,校园办事,public,public_expansion_v1,899f1466a95f4c29485d50ec3e78fea9591ee26d967b7070a18dfd22a398b533,https://www.itc.tsinghua.edu.cn/zpxx.htm,www.itc.tsinghua.edu.cn,cleaned/PUBEXP000039_招聘信息-清华大学信息化技术中心.md,2026-08-12T19:53:10+08:00,842
PUBEXP000040,联系我们,https://www.itc.tsinghua.edu.cn/lxwm.htm,https://www.itc.tsinghua.edu.cn/lxwm.htm,www.itc.tsinghua.edu.cn,,,2026-08-12T19:53:10+08:00,校园办事,public,public_expansion_v1,ccda28734ffb4be2de0e81c652a407b1471ccbb84d2b83edc121663339f43928,https://www.itc.tsinghua.edu.cn/lxwm.htm,www.itc.tsinghua.edu.cn,cleaned/PUBEXP000040_联系我们.md,2026-08-12T19:53:10+08:00,598
PUBEXP000041,Tsinghua University Library,http://lib.tsinghua.edu.cn/en,https://lib.tsinghua.edu.cn/en,lib.tsinghua.edu.cn,,,2026-08-12T19:53:36+08:00,校园相关,public,public_expansion_v1,ca9f09cd4e83db3b2658e8b1ae02ac076ee6610f3b96372d1ef6b82f7c2ba179,http://lib.tsinghua.edu.cn/en,lib.tsinghua.edu.cn,cleaned/PUBEXP000041_Tsinghua University Library.md,2026-08-12T19:53:36+08:00,2425
PUBEXP000042,开馆时间-清华大学图书馆,https://lib.tsinghua.edu.cn/kgsj.htm,https://lib.tsinghua.edu.cn/kgsj.htm,lib.tsinghua.edu.cn,,,2026-08-12T19:53:37+08:00,校园通知,public,public_expansion_v1,4b03937a7afab1a328affe54b0baa02d6cf62d94c8c2fe90ead1cd3c007e32b9,https://lib.tsinghua.edu.cn/kgsj.htm,lib.tsinghua.edu.cn,cleaned/PUBEXP000042_开馆时间-清华大学图书馆.md,2026-08-12T19:53:37+08:00,936
PUBEXP000043,馆际互借-清华大学图书馆,https://lib.tsinghua.edu.cn/jy/gjhj.htm,https://lib.tsinghua.edu.cn/jy/gjhj.htm,lib.tsinghua.edu.cn,,,2026-08-12T19:53:38+08:00,校园相关,public,public_expansion_v1,2b259f0431dbfd7054fe41963da06a3adf3ea00255d1b37dc68b38718785e15f,https://lib.tsinghua.edu.cn/jy/gjhj.htm,lib.tsinghua.edu.cn,cleaned/PUBEXP000043_馆际互借-清华大学图书馆.md,2026-08-12T19:53:38+08:00,523
PUBEXP000044,按类型查-清华大学图书馆,https://lib.tsinghua.edu.cn/zy/alxc.htm,https://lib.tsinghua.edu.cn/zy/alxc.htm,lib.tsinghua.edu.cn,,,2026-08-12T19:53:39+08:00,新生入校,public,public_expansion_v1,275471da1ee84049c60af0b7a04fa617e64350001134a24b8d5bce81e2d17c73,https://lib.tsinghua.edu.cn/zy/alxc.htm,lib.tsinghua.edu.cn,cleaned/PUBEXP000044_按类型查-清华大学图书馆.md,2026-08-12T19:53:39+08:00,476
PUBEXP000045,特色资源-清华大学图书馆,https://lib.tsinghua.edu.cn/zy/tszy.htm,https://lib.tsinghua.edu.cn/zy/tszy.htm,lib.tsinghua.edu.cn,,,2026-08-12T19:53:40+08:00,新生入校,public,public_expansion_v1,1467502af08e6872a32d0e09822e068b3709cd23217eacf0e920457d607d3c3f,https://lib.tsinghua.edu.cn/zy/tszy.htm,lib.tsinghua.edu.cn,cleaned/PUBEXP000045_特色资源-清华大学图书馆.md,2026-08-12T19:53:40+08:00,476
PUBEXP000046,最新资源-清华大学图书馆,https://lib.tsinghua.edu.cn/zy/zxzy.htm,https://lib.tsinghua.edu.cn/zy/zxzy.htm,lib.tsinghua.edu.cn,,,2026-08-12T19:53:41+08:00,新生入校,public,public_expansion_v1,778cc108de6697a53727efda50dcae91c55332c9b9948622e2e2f343cfd3124b,https://lib.tsinghua.edu.cn/zy/zxzy.htm,lib.tsinghua.edu.cn,cleaned/PUBEXP000046_最新资源-清华大学图书馆.md,2026-08-12T19:53:41+08:00,1057
PUBEXP000047,精选资源-清华大学图书馆,https://lib.tsinghua.edu.cn/zy/jxzy.htm,https://lib.tsinghua.edu.cn/zy/jxzy.htm,lib.tsinghua.edu.cn,,,2026-08-12T19:53:41+08:00,新生入校,public,public_expansion_v1,84b965dcb96cd45aa308a804d2fe6307e87ad6976ed1ab183effdefd69ae2fbe,https://lib.tsinghua.edu.cn/zy/jxzy.htm,lib.tsinghua.edu.cn,cleaned/PUBEXP000047_精选资源-清华大学图书馆.md,2026-08-12T19:53:41+08:00,932
PUBEXP000048,开放科学-清华大学图书馆,https://lib.tsinghua.edu.cn/kyzc/kfkx.htm,https://lib.tsinghua.edu.cn/kyzc/kfkx.htm,lib.tsinghua.edu.cn,,,2026-08-12T19:53:51+08:00,校园相关,public,public_expansion_v1,98bdd41ab1ef986fdd1ca7452721fcda2d87573ac61a6ba5ab5250dc4c4d5ee3,https://lib.tsinghua.edu.cn/kyzc/kfkx.htm,lib.tsinghua.edu.cn,cleaned/PUBEXP000048_开放科学-清华大学图书馆.md,2026-08-12T19:53:51+08:00,1233
PUBEXP000049,服务国家开放创新战略：Frontiers、NSFC科学传播与成果转化中心、CEPIEC 达成战略合作-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1377/7998.htm,https://lib.tsinghua.edu.cn/info/1377/7998.htm,lib.tsinghua.edu.cn,,,2026-08-12T19:53:52+08:00,新生入校,public,public_expansion_v1,d1f3bec0082f6b1f4ef100e7f37b86da3957ed5b818c15a96a4312c3897fea7e,https://lib.tsinghua.edu.cn/info/1377/7998.htm,lib.tsinghua.edu.cn,cleaned/PUBEXP000049_服务国家开放创新战略：Frontiers、NSFC科学传播与成果转化中心、CEPIEC 达成战略合作-清华大学图书馆.md,2026-08-12T19:53:52+08:00,512
PUBEXP000050,清华新实践：开放获取期刊《智慧图书馆》iLibrary创刊研讨会顺利召开-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1345/8051.htm,https://lib.tsinghua.edu.cn/info/1345/8051.htm,lib.tsinghua.edu.cn,,,2026-08-12T19:53:53+08:00,新生入校,public,public_expansion_v1,0b38345665c13a88f0be8cb34788e9c66ed6fbbbcfdc4f7bfe267d59485facb5,https://lib.tsinghua.edu.cn/info/1345/8051.htm,lib.tsinghua.edu.cn,cleaned/PUBEXP000050_清华新实践：开放获取期刊《智慧图书馆》iLibrary创刊研讨会顺利召开-清华大学图书馆.md,2026-08-12T19:53:53+08:00,491
PUBEXP000051,文章鉴读 | OASPA：从“百分比”到“参与度”——构建包容性开放获取生态的行动指南 (下)-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1345/7859.htm,https://lib.tsinghua.edu.cn/info/1345/7859.htm,lib.tsinghua.edu.cn,,,2026-08-12T19:53:54+08:00,新生入校,public,public_expansion_v1,282eea2d60eb192657e58c7a3354a399d70e922cdda1c296c43f49b733f188dd,https://lib.tsinghua.edu.cn/info/1345/7859.htm,lib.tsinghua.edu.cn,cleaned/PUBEXP000051_文章鉴读 _ OASPA：从“百分比”到“参与度”——构建包容性开放获取生态的行动指南 (下)-清华大学图书馆.md,2026-08-12T19:53:54+08:00,502
